surah,ayat,terjemahan_lemmatized
2,281,pelihara diri azab kembali allah balas sempurna kerja sedikit aniaya rugi
2,282,iman muamalah tunai tentu tulis tulis tulis tulis enggan tulis allah ajar meka tulis hutang mengimlakkan tulis takwa allah tuhan kurang sedikit hutang hutang lemah akal lemah ada mengimlakkan wali mengimlakkan jujur saksi saksi lelaki antara oang lelaki lelaki perempuan saksi saksi ridhai lupa ingat saksi saksi enggan terang panggil jemu tulis hutang batas bayar adil sisi allah kuat saksi timbul ragu tulis muamalah kecuali muamalah dagang tunai jalan dosa tulis saksi jual beli tulis saksi sulit sulit laku fasik diri takwa allah allah ajar allah
2,283,jalan muamalah tunai oleh tulis tanggung pegang piutang percaya percaya tunai amanat hutang takwa allah tuhan saksi sembunyi saksi sembunyi dosa hati allah kerja
2,284,punya allah langit bumi lahir hati sembunyi allah hitung buat allah ampun hendak nya siksa hendak nya allah kuasa
2,285,rasul iman al quran turun tuhan iman iman allah malaikat malaikat nya kitab kitab nya rasul rasul nya beda beda orang rasul rasul nya taat doa ampun ya tuhan engkau
2,286,allah beban sesuai sanggup pahala kebaji usaha siksa jahat kerja doa ya tuhan engkau hukum lupa salah ya tuhan engkau beban beban berat engkau beban ya tuhan engkau pikul sanggup pikul maaf ampun rahmat engkau tolong tolong kaum kafir
3,1,alif laam miim
3,2,allah tuhan hak sembah hidup kekal terus urus makhluk nya
3,3,turun al kitab al quran kepada benar kitab turun turun taurat injil
3,4,al quran tunjuk manusia turun al furqaan kafir ayat ayat allah oleh siksa berat allah perkasa balas siksa
3,5,allah satu sembunyi bumi langit
3,6,bentuk rahim hendak nya tuhan hak sembah perkasa bijaksana
3,7,turun al kitab al quran isi ayat ayat muhkamaat pokok pokok isi al quran ayat ayat mutasyaabihaat hati condong sesat ikut ayat ayat mutasyaabihaat daripada timbul fitnah cari cari tawilnya tawilnya allah dalam ilmu iman ayat ayat mutasyaabihaat sisi tuhan ambil ajar daripada akal
3,8,doa ya tuhan engkau jadi hati condong sesat engkau tunjuk karunia rahmat sisi engkau engkau beri karunia
3,9,ya tuhan engkau kumpul manusia terima balas ragu allah salah janji
3,10,kafir harta benda anak anak sedikit tolak siksa allah bahan bakar api neraka
3,11,kaum firaun dusta ayat ayat allah siksa sebab dosa dosa allah keras siksa nya
3,12,kafir kalah dunia giring neraka buruk buruk
3,13,tanda golong temu tempur golong perang jalan allah golong kafir mata kepala akan muslimin kali allah kuat bantu nya hendak nya ajar mata hati
3,14,jadi indah pandang manusia cinta ingin wanita wanita anak anak harta jenis emas perak kuda pilih binatang binatang ternak sawah ladang senang hidup dunia sisi allah surga
3,15,kabar kepada takwa allah sisi tuhan surga alir bawah sungai sungai kekal dalam karunia isteri isteri suci keridhaan allah allah nya
3,16,doa ya tuhan iman ampun dosa pelihara siksa neraka
3,17,sabar taat nafkah harta jalan allah mohon ampun sahur
3,18,allah tuhan hak sembah tegak adil malaikat beril tuhan hak sembah perkasa bijaksana
3,19,agama diridhai sisi allah islam tiada selisih al kitab kecuali tahu dengki kafir ayat ayat allah allah cepat hisab nya
3,20,debat benar islam serah diri allah ikut al kitab ummi masuk islam masuk islam tunjuk paling wajib ayat ayat allah allah nya
3,21,kafir ayat ayat allah bunuh nabi memamg benar bunuh suruh manusia buat adil gembira terima siksa yg pedih
3,22,lenyap pahala amal amal dunia akhirat kali oleh tolong
3,23,perhati bahagian al kitab taurat seru kitab allah kitab tetap hukum paling belakang benar
3,24,aku sentuh api neraka kecuali hitung daya agama adakan
3,25,kumpul kiamat ragu sempurna balas usaha aniaya rugi
3,26,tuhan raja engkau raja engkau hendak engkau cabut raja engkau hendak engkau mulia engkau hendak engkau hina engkau hendak tangan engkau kebaji engkau kuasa
3,27,engkau masuk malam siang engkau masuk siang malam engkau keluar hidup mati engkau keluar mati hidup engkau rezeki engkau hendak hisab batas
3,28,mukmin ambil kafir wali tinggal mukmin buat lepas tolong allah kecuali siasat pelihara takut allah ingat siksa nya allah kembali
3,29,sembunyi hati lahir allah allah langit bumi allah kuasa
3,30,dapat kebaji hadap muka jahat kerja allah ingat siksa nya allah sayang nya
3,31,cinta allah ikut allah asih ampun dosa dosa allah kam sayang
3,32,taat allah rasul nya paling allah suka kafir
3,33,allah pilih adam nuh ibrahim imran lebih umat
3,34,turun bagi turun allah dengar
3,35,ingat isteri imran ya tuhan nazar engkau anak kandung saleh khidmat baitul maqdis terima nazar pada engkau dengar
3,36,isteri imran lahir anak dia ya tuhan sesunguhnya lahir anak perempuan allah lahir anak laki laki anak perempuan nama maryam mohon lindung untuk anak anak turun pelihara engkau syaitan kutuk
3,37,tuhan terima nazar terima didik didik allah jadi zakariya pelihara zakariya masuk temu maryam mihrab dapat makan sisi zakariya maryam oleh makan maryam makan sisi allah allah rezeki hendak nya hisab
3,38,sana zakariya doa tuhan seraya ya tuhan ilah sisi engkau anak engkau dengar doa
3,39,malaikat jibril panggil zakariya diri shalat mihrab allah gembira lahir puteramu yahya benar kalimat allah ikut tahan hawa nafsu nabi turun saleh
3,40,zakariya ya tuhan anak tua isteriku mandul firman allah allah buat hendak nya
3,41,zakariya ilah tanda isteriku kandung allah firman tanda bagi manusia kecuali isyarat nama tuhan banyak tasbih petang pagi
3,42,ingat malaikat jibril maryam allah pilih suci lebih wanita dunia
3,43,maryam taat tuhan sujud ruku ruku
3,44,berita berita ghaib wahyu ya muhammad hadir serta lempar anak anak panah undi pelihara maryam hadir sisi sengketa
3,45,ingat malaikat maryam seungguhnya allah gembira lahir putera cipta kalimat nya nama al isa putera maryam muka dunia akhirat dekat allah
3,46,bicara manusia buai dewasa saleh
3,47,maryam ya tuhan anak sentuh laki laki allah firman antara jibril allah cipta hendak nya allah tetap allah
3,48,allah ajar al kitab hikmah taurat injil
3,49,rasul bani israil kepada bawa tanda mukjizat tuhan tanah bentuk burung tiup ekor burung izin allah sembuh buta lahir sakit sopak hidup mati izin allah kabar kepada makan simpan rumah tanda benar rasul bagi iman
3,50,kepada benar taurat belum halal bagi haram untuk kepada bawa tanda mukjizat tuhan takwa allah taat kepada
3,51,allah tuhan tuhan sembah jalan lurus
3,52,isa ingkar bani lsrail kata tolong tolong tegak agama allah hawariyyin sahabat sahabat setia tolong tolong agama allah iman allah saksi serah
3,53,ya tuhan iman engkau turun ikut rasul masuk golong saksi esa allah
3,54,kafir tipu daya allah balas tipu daya allah balas tipu daya
3,55,ingat allah firman isa ajal angkat ku bersih kafir jadi ikut kafir kiamat kembali putus antara selisih
3,56,kafir ku siksa siksa keras dunia akhirat oleh tolong
3,57,iman amal amal saleh allah sempurna pahala amal amal allah suka zalim
3,58,kisah isa baca bukti bukti rasul baca al quran penuh hikmah
3,59,cipta isa sisi allah cipta adam allah cipta adam tanah allah firman manusia
3,60,cerita tuhan ragu ragu
3,61,bantah kisah isa ilmu mari panggil anak anak anak anak isteri isteri isteri isteri mari bermubahalah allah laknat allah timpa dusta
3,62,kisah tuhan hak sembah allah allah perkasa bijaksana
3,63,paling benar sesunguhnya allah buat rusa
3,64,ahli kitab mari pegang kalimat tetap selisih sembah kecuali allah sekutu sesuatu jadi tuhan allah paling saksi serah allah
3,65,ahli kitab bantah ban ibrahim taurat injil turun ibrahim pikir
3,66,wajar bantah ban tahu bantah ban tahu allah
3,67,ibrahim yahudi nasrani lurus serah allah kali golong musyrik
3,68,ibrahim ikut nabi muhammad serta iman muhammad allah lindung iman
3,69,golong ahli kitab sesat sesat sadar
3,70,ahli kitab ingkar ayat ayat allah benar
3,71,ahli kitab campur aduk haq bathil sembunyi benar tahu
3,72,golong ahli kitab sama lihat olah iman turun iman sahabat sahabat rasul mula siang ingkar mukmin kafir
3,73,percaya ikut agama tunjuk ikut tunjuk allah percaya kepada percaya kalah hujjahmu sisi tuhan karunia tangan allah allah karunia nya hendak nya allah luas karunia nya
3,74,allah tentu rahmat nya nabi hendak nya allah karunia
3,75,ahli kitab percaya harta kembali kepada percaya dinar kembali kepada kecuali tagih lantar dosa ummi dusta allah
3,76,tepat janji takwa allah suka takwa
3,77,tukar janji nya allah sumpah sumpah harga bahagian pahala akhirat allah kiamat suci azab pedih
3,78,golong putar mutar lidah baca al kitab sangka baca al kitab al kitab baca sisi allah sisi allah dusta allah
3,79,wajar manusia allah al kitab hikmah nabi manusia sembah sembah sembah allah rabbani ajar al kitab sebab ajar
3,80,wajar bagi suruh jadi malaikat nabi tuhan patut suruh buat kafir anut agama islam
3,81,ingat allah ambil janji nabi kepada kitab hikmah kepada rasul benar pada iman tolong allah firman aku terima janji ku aku allah firman saksi nabi saksi
3,82,paling fasik
3,83,cari agama agama allah nya serah langit bumi suka paksa allah kembali
3,84,iman allah turun turun ibrahim ismail ishaq yaqub anak anak musa isa nabi tuhan beda beda orang nya serah
3,85,cari agama agama islam kali terima agama itudaripadanya akhirat rugi
3,86,allah kaum kafir iman aku rasul muhammad rasul terang terang allah zalim
3,87,balas laknat allah timpa laknat malaikat manusia
3,88,kekal dalam ringan siksa tangguh
3,89,kecuali taubat kafir ada baik allah kam sayang
3,90,kafir iman tambah kafir kali terima taubat sesat
3,91,kafir mati kafir terima emas sepenuh bumi tebus emas siksa pedih kali oleh tolong
3,92,kali kebaji sempurna nafkah sehahagian harta cinta nafkah allah tahu
3,93,makan halal bani israil makan haram israil yaqub taurat turun makan haram turun taurat bawa taurat baca
3,94,ada adakan dusta allah zalim
3,95,firman allah ikut agama ibrahim lurus musyrik
3,96,rumah bangun ibadat manusia baitullah bak mekah kah tunjuk manusia
3,97,tanda tanda nyata maqam ibrahim masuk baitullah aman haji wajib manusia allah sanggup ada jalan baitullah ingkar wajib haji allah kaya semesta alam
3,98,ahli kitab ingkar ayat ayat allah allah saksi kerja
3,99,ahli kitab halang halang jalan allah iman hendak bengkok saksi allah kali lalai kerja
3,100,iman ikut al kitab kembali kafir iman
3,101,kafir ayat ayat allah baca rasul nya pegang teguh agama allah tunjuk jalan lurus
3,102,iman takwa allah benar takwa nya kali mati agama islam
3,103,gang tali agama allah cerai berai ingat nikmat allah kepada jahiliyah musuh musuh allah satu hati jadi nikmat allah saudara tepi jurang neraka allah selamat allah terang ayat ayat nya kepada tunjuk
3,104,golong umat seru kebaji suruh maruf cegah munkar untung
3,105,rupa cerai berai selisih terang siksa berat
3,106,putih seri hitam muram hitam muram muka kafir iman rasa azab sebab kafir
3,107,putih seri muka rahmat allah surga kekal dalam
3,108,ayat ayat allah baca ayat ayat kepada allah aniaya nya
3,109,punya allah langit bumi allah kembali urus
3,110,umat baik lahir manusia suruh maruf cegah munkar iman allah ahli kitab iman iman banyak fasik
3,111,kali mudharat ganggu ganggu cela perang balik lari kalah tolong
3,112,liput hina kecuali pegang tali agama allah tali janji manusia murka allah liput rendah kafir ayat ayat allah bunuh nabi alas sebab durhaka lampau batas
3,113,ahli kitab golong laku lurus baca ayat ayat allah malam sujud sembahyang
3,114,iman allah habis suruh maruf cegah munkar segera pelbagai kebaji saleh
3,115,kebaji kerja kali halang menenerima pahala allah takwa
3,116,kafir harta anak anak kali tolak azab allah sedikit huni neraka kekal dalam
3,117,umpama harta nafkah hidup dunia umpama angin kandung hawa dingin timpa tanam kaum aniaya angin rusak allah aniaya aniaya
3,118,iman teman percaya kalang henti henti timbul kemudharatan bagi suka susah nyata benci mulut sembunyi hati terang kepada ayat ayat paham
3,119,suka suka iman kitab kitab jumpa iman sendiri gigit ujung jari antar marah campur benci mati marah allah isi hati
3,120,oleh baik sedih hati bencana gembira sabar takwa tipu daya sedikit kemudharatan kepada allah kerja
3,121,ingat berangkat pagi rumah keluarga tempat mukmin perang allah dengar
3,122,golong pada mundur takut allah tolong golong allah mukmin bertawakkal
3,123,allah tolong peperangan badar lemah takwa allah syukur nya
3,124,ingat mukmin allah bantu ribu malaikat turun langit
3,125,ya sabar siaga serang allah tolong ribu malaikat pakai tanda
3,126,allah jadi beri bala bantu khabar gembira menang tenteram hati menang allah perkasa bijaksana
3,127,allah tolong perang badar bala bantu binasa golong kafir jadi hina tiada oleh
3,128,sedikit campur tangan urus allah terima taubat azab zalim
3,129,punya allah langit bumi ampun hendak siksa hendak allah kam sayang
3,130,iman makan riba lipat ganda takwa allah untung
3,131,pelihara diri api neraka sedia kafir
3,132,taat allah rasul rahmat
3,133,galah ampun tuhan surga luas luas langit bumi sedia takwa
3,134,nafkah harta lapang sempit tahan amarahnya maaf salah allah suka buat kebaji
3,135,buat keji aniaya allah mohon ampun dosa dosa ampun dosa allah terus buat keji
3,136,balas ampun tuhan surga dalam alir sungai sungai kekal dalam pahala amal
3,137,sunnah sunnah allah jalan bumi perhati akibat dusta rasul rasul
3,138,al quran terang manusia tunjuk ajar takwa
3,139,sikap lemah sedih hati derajat iman
3,140,perang uhud luka kaum kafir itu perang badar luka jaya hancur gilir manusia ajar allah beda iman kafir jadi nya gugur syuhada allah suka zalim
3,141,allah bersih iman dosa binasa kafir
3,142,masuk surga nyata allah jihad antara nyata sabar
3,143,harap mati syahid hadap saksi
3,144,muhammad rasul rasul wafat bunuh balik murtad balik mudharat allah sedikit allah balas syukur
3,145,nyawa mati izin allah tetap tentu pahala dunia pahala dunia pahala akhirat pahala akhirat balas syukur
3,146,banyak nabi perang ikut takwa lemah bencana timpa jalan allah lesu serah musuh allah suka sabar
3,147,doa ucap ya tuhan ampun dosa dosa tindak tindak lebih lebih urus tetap diri tolong kaum kafir
3,148,allah pahala dunia pahala akhirat allah suka buat baik
3,149,iman taat kafir kembali kafir rugi
3,150,ikut allah allah lindung tolong
3,151,masuk hati kafir takut sebab sekutu allah allah turun terang neraka buruk buruk tinggal zalim
3,152,allah penuh janji nya bunuh izin nya lemah selisih urus durhaka perintah rasul allah kepada suka antara dunia akhirat allah maling uji sesunguhnya allah maaf allah karunia limpah iman
3,153,ingat lari toleh orang rasul kawan kawan panggil allah timpa sedih sedih sedih hati luput timpa allah kerja
3,154,dukacita allah turun aman kantuk liput golong golong cemas sangka allah sangka jahiliyah hak campur tangan urus urus tangan allah sembunyi hati terang kepada hak campur tangan urus bunuh kalah rumah takdir mati bunuh bunuh allah buat uji dada bersih hati allah isi hati
3,155,paling antara temu pasu gelincir syaitan sebab salah buat lampau allah maaf allah kam santun
3,156,iman kafir munafik saudara saudara ada jalan bumi perang mati bunuh akibat kata yakin allah timbul sesal hati allah hidup mati allah kerja
3,157,gugur jalan allah tinggal ampun allah rahmat nya bagi harta rampas kumpul
3,158,tinggal gugur allah kumpul
3,159,sebab rahmat allah laku lemah lembut sikap keras hati kasar jauh keliling maaf mohon ampun musyawarat urus bulat tekad bertawakkallah allah allah suka bertawakkal nya
3,160,allah tolong kalah allah biar tolong gerangan tolong allah allah mukmin bertawakkal
3,161,nabi khianat urus harta rampas perang khianat urus rampas perang kiamat bawa khianat balas kerja balas timpal aniaya
3,162,ikut keridhaan allah bawa murka allah tempat buruk buruk
3,163,duduk tingkat tingkat sisi allah allah kerja
